Date,Market,Arrival(q),Price Minimum (Rs/q),Price Maximum (Rs/q),Modal Price (Rs/q)
06/Jan/2022,UDAIPUR(RAJ),256,1000,2000,1500
08/Jan/2022,UDAIPUR(RAJ),195,800,1800,1300
10/Jan/2022,UDAIPUR(RAJ),101,1000,1800,1400
14/Jan/2022,UDAIPUR(RAJ),153,1000,1700,1350
18/Jan/2022,UDAIPUR(RAJ),261,1000,2000,1500
19/Jan/2022,UDAIPUR(RAJ),234,1000,2000,1500
27/Jan/2022,UDAIPUR(RAJ),460,1000,2000,1500
29/Jan/2022,UDAIPUR(RAJ),252,1000,2000,1500
01/Feb/2022,UDAIPUR(RAJ),169,800,1800,1300
02/Feb/2022,UDAIPUR(RAJ),257,1000,2200,1600
05/Feb/2022,UDAIPUR(RAJ),529,1000,2200,1600
07/Feb/2022,UDAIPUR(RAJ),197,1000,2000,1500
08/Feb/2022,UDAIPUR(RAJ),138,1000,2000,1500
14/Feb/2022,UDAIPUR(RAJ),120,1000,2200,1600
16/Feb/2022,UDAIPUR(RAJ),746,1000,2500,1750
18/Feb/2022,UDAIPUR(RAJ),329,1000,2500,1750
21/Feb/2022,UDAIPUR(RAJ),358,1000,2000,1500
22/Feb/2022,UDAIPUR(RAJ),247,1000,2200,1600
26/Feb/2022,UDAIPUR(RAJ),358,1000,2200,1600
07/Mar/2022,UDAIPUR(RAJ),361,800,1800,1300
08/Mar/2022,UDAIPUR(RAJ),134,800,1800,1300
10/Mar/2022,UDAIPUR(RAJ),670,800,1800,1300
11/Mar/2022,UDAIPUR(RAJ),187,800,1600,1200
12/Mar/2022,UDAIPUR(RAJ),489,800,1600,1200
13/Mar/2022,UDAIPUR(RAJ),495,800,1600,1200
14/Mar/2022,UDAIPUR(RAJ),458,800,1500,1150
15/Mar/2022,UDAIPUR(RAJ),828,800,1300,1050
16/Mar/2022,UDAIPUR(RAJ),229,800,1600,1200
21/Mar/2022,UDAIPUR(RAJ),58,1000,1800,1400
26/Mar/2022,UDAIPUR(RAJ),995,800,1500,1150
29/Mar/2022,UDAIPUR(RAJ),349,800,1400,1100
30/Mar/2022,UDAIPUR(RAJ),477,600,1200,900
31/Mar/2022,UDAIPUR(RAJ),724,600,1350,950
01/Apr/2022,UDAIPUR(RAJ),572,500,1200,850
05/Apr/2022,UDAIPUR(RAJ),146,800,1200,1000
06/Apr/2022,UDAIPUR(RAJ),659,600,1200,900
07/Apr/2022,UDAIPUR(RAJ),1541,600,1200,900
10/May/2022,UDAIPUR(RAJ),210,400,1000,700
02/Jun/2022,UDAIPUR(RAJ),108,600,1200,900
03/Jun/2022,UDAIPUR(RAJ),108,600,1200,900
28/Jun/2022,UDAIPUR(RAJ),281,800,1500,1150
08/Jul/2022,UDAIPUR(RAJ),9,500,1100,800
20/Jul/2022,UDAIPUR(RAJ),198,800,1400,1100
28/Jan/2022,UJJAIN(MP),11660,100,1850,1603
29/Jan/2022,UJJAIN(MP),13730,310,2094,1109
23/Feb/2022,UJJAIN(MP),11890,300,2300,1116
16/Jul/2022,VANI(MS),4452,900,1550,1300
03/Jan/2022,VARANASI(UP),4200,1585,1850,1680
05/Jan/2022,VARANASI(UP),4000,1700,2000,1850
06/Jan/2022,VARANASI(UP),4000,1750,2000,1890
19/Jan/2022,VARANASI(UP),5100,1650,1900,1800
24/Jan/2022,VARANASI(UP),5300,1600,1900,1770
28/Jan/2022,VARANASI(UP),5200,1750,1925,1820
02/Feb/2022,VARANASI(UP),5000,1950,2300,2100
05/Feb/2022,VARANASI(UP),5500,2000,2350,2170
07/Feb/2022,VARANASI(UP),4900,2100,2350,2200
04/Mar/2022,VARANASI(UP),4800,2550,2850,2720
21/Mar/2022,VARANASI(UP),5400,2450,2785,2600
24/Mar/2022,VARANASI(UP),5500,2200,2500,2350
30/Mar/2022,VARANASI(UP),5300,1800,2150,2000
31/Mar/2022,VARANASI(UP),5000,1650,1985,1800
02/Apr/2022,VARANASI(UP),5200,1600,1785,1700
16/Apr/2022,VARANASI(UP),5100,1250,1385,1300
30/May/2022,VARANASI(UP),4800,1200,1450,1350
02/Jun/2022,VARANASI(UP),4700,1250,1450,1320
03/Jun/2022,VARANASI(UP),4500,1250,1450,1315
08/Jul/2022,VARANASI(UP),3050,1400,1550,1475
03/Jan/2022,YEOLA (LAL),16000,450,2400,1812
04/Jan/2022,YEOLA (LAL),4663,400,2501,2200
05/Jan/2022,YEOLA (LAL),23113,400,2467,2000
08/Jan/2022,YEOLA (LAL),17000,400,2378,1925
10/Jan/2022,YEOLA (LAL),22000,400,2141,1725
18/Jan/2022,YEOLA (LAL),6396,500,2400,1900
19/Jan/2022,YEOLA (LAL),25000,350,2451,2050
25/Jan/2022,YEOLA (LAL),7000,300,2260,1900
27/Jan/2022,YEOLA (LAL),12000,400,2271,1850
28/Jan/2022,YEOLA (LAL),24513,350,2370,1877
01/Feb/2022,YEOLA (LAL),6377,300,2291,1800
02/Feb/2022,YEOLA (LAL),22000,300,2377,1950
05/Feb/2022,YEOLA (LAL),15398,300,2341,1920
07/Feb/2022,YEOLA (LAL),20000,400,2450,1970
09/Feb/2022,YEOLA (LAL),18000,300,2675,2250
10/Feb/2022,YEOLA (LAL),8000,500,3061,2650
15/Feb/2022,YEOLA (LAL),6000,500,2451,1925
16/Feb/2022,YEOLA (LAL),16000,400,2671,2150
17/Feb/2022,YEOLA (LAL),8000,500,2700,2250
21/Feb/2022,YEOLA (LAL),15000,500,2660,2200
23/Feb/2022,YEOLA (LAL),20554,500,2690,2169
26/Feb/2022,YEOLA (LAL),15000,400,2352,1900
28/Feb/2022,YEOLA (LAL),15000,300,2072,1550
04/Mar/2022,YEOLA (LAL),19944,200,1816,1425
07/Mar/2022,YEOLA (LAL),21000,200,1500,1136
08/Mar/2022,YEOLA (LAL),5000,300,1481,1100
09/Mar/2022,YEOLA (LAL),12000,300,1444,1150
10/Mar/2022,YEOLA (LAL),10000,250,1534,1200
11/Mar/2022,YEOLA (LAL),11952,200,1351,1100
12/Mar/2022,YEOLA (LAL),10140,200,1340,1000
14/Mar/2022,YEOLA (LAL),14566,200,1251,900
21/Mar/2022,YEOLA (LAL),20000,250,1070,700
28/Mar/2022,YEOLA (LAL),11600,300,875,650
02/Apr/2022,YEOLA (LAL),3500,150,761,650
05/Apr/2022,YEOLA (LAL),8864,200,735,600
11/Apr/2022,YEOLA (LAL),13500,200,841,670
11/Apr/2022,YEOLA (UNHALI),1500,300,1061,850
12/May/2022,YEOLA (UNHALI),10000,100,1090,700
26/May/2022,YEOLA (UNHALI),6000,250,1171,750
30/May/2022,YEOLA (UNHALI),17000,100,1201,800
02/Jun/2022,YEOLA (UNHALI),13452,125,1271,800
03/Jun/2022,YEOLA (UNHALI),20000,100,1372,850
04/Jun/2022,YEOLA (UNHALI),15000,100,1537,800
15/Jun/2022,YEOLA (UNHALI),22000,100,1467,1000
30/Jun/2022,YEOLA (UNHALI),11758,250,1525,1050
08/Jul/2022,YEOLA (UNHALI),16000,200,1414,1050
13/Jul/2022,YEOLA (UNHALI),18000,150,1421,1112
14/Jul/2022,YEOLA (UNHALI),10000,250,1450,1100
16/Jul/2022,YEOLA (UNHALI),22000,200,1411,1000
,Total,15038234,1279(Avg),2001(Avg),1669(Avg)
